recommender_id,num_connected_providers,num_connected_consumers,total_profit,cycle,experiment_id,random_seed
popular_2_exp_0_seed_None,10,600,441.00000000000006,19,0,
popular_1_exp_0_seed_None,10,600,2349.0000000000005,20,0,
popular_2_exp_0_seed_None,10,600,351.0,20,0,
popular_1_exp_0_seed_None,10,600,2272.5,21,0,
popular_2_exp_0_seed_None,10,600,427.50000000000006,21,0,
popular_1_exp_0_seed_None,10,600,2299.5000000000005,22,0,
popular_2_exp_0_seed_None,10,600,400.5,22,0,
popular_1_exp_0_seed_None,10,600,2281.5,23,0,
popular_2_exp_0_seed_None,10,600,418.50000000000006,23,0,
popular_1_exp_0_seed_None,10,600,2335.5,24,0,
popular_2_exp_0_seed_None,10,600,364.5,24,0,
popular_1_exp_0_seed_None,10,600,2317.5,25,0,
popular_2_exp_0_seed_None,10,600,382.50000000000006,25,0,
popular_1_exp_0_seed_None,10,600,2340.0000000000005,26,0,
popular_2_exp_0_seed_None,10,600,360.00000000000006,26,0,
popular_1_exp_0_seed_None,10,600,2340.0,27,0,
popular_2_exp_0_seed_None,10,600,360.00000000000006,27,0,
popular_1_exp_0_seed_None,10,600,2380.5,28,0,
popular_2_exp_0_seed_None,10,600,319.5,28,0,
popular_1_exp_0_seed_None,10,600,2371.5,29,0,
popular_2_exp_0_seed_None,10,600,328.5,29,0,
popular_1_exp_0_seed_None,10,600,2353.5,30,0,
popular_2_exp_0_seed_None,10,600,346.49999999999994,30,0,
popular_1_exp_0_seed_None,10,600,2358.0,31,0,
popular_2_exp_0_seed_None,10,600,342.00000000000006,31,0,
popular_1_exp_0_seed_None,10,600,2380.5,32,0,
popular_2_exp_0_seed_None,10,600,319.5,32,0,
popular_1_exp_0_seed_None,10,600,2389.5000000000005,33,0,
popular_2_exp_0_seed_None,10,600,310.49999999999994,33,0,
popular_1_exp_0_seed_None,10,600,2412.0,34,0,
popular_2_exp_0_seed_None,10,600,288.0,34,0,
popular_1_exp_0_seed_None,10,600,2407.5,35,0,
popular_2_exp_0_seed_None,10,600,292.5,35,0,
popular_1_exp_0_seed_None,10,600,2403.0,36,0,
popular_2_exp_0_seed_None,10,600,297.0,36,0,
popular_1_exp_0_seed_None,10,600,2385.0000000000005,37,0,
popular_2_exp_0_seed_None,10,600,315.00000000000006,37,0,
popular_1_exp_0_seed_None,10,600,2389.5000000000005,38,0,
popular_2_exp_0_seed_None,10,600,310.50000000000006,38,0,
popular_1_exp_0_seed_None,10,600,2407.5000000000005,39,0,
popular_2_exp_0_seed_None,10,600,292.50000000000006,39,0,
popular_1_exp_0_seed_None,10,600,2407.5,40,0,
popular_2_exp_0_seed_None,10,600,292.49999999999994,40,0,
popular_1_exp_0_seed_None,10,600,2421.0,41,0,
popular_2_exp_0_seed_None,10,600,279.0,41,0,
popular_1_exp_0_seed_None,10,600,2416.5,42,0,
popular_2_exp_0_seed_None,10,600,283.50000000000006,42,0,
popular_1_exp_0_seed_None,10,600,2416.5,43,0,
popular_2_exp_0_seed_None,10,600,283.50000000000006,43,0,
popular_1_exp_0_seed_None,10,600,2412.0,44,0,
popular_2_exp_0_seed_None,10,600,287.99999999999994,44,0,
popular_1_exp_0_seed_None,10,600,2407.5,45,0,
popular_2_exp_0_seed_None,10,600,292.5,45,0,
popular_1_exp_0_seed_None,10,600,2398.5,46,0,
popular_2_exp_0_seed_None,10,600,301.50000000000006,46,0,
popular_1_exp_0_seed_None,10,600,2403.0,47,0,
popular_2_exp_0_seed_None,10,600,297.0,47,0,
popular_1_exp_0_seed_None,10,600,2403.0,48,0,
popular_2_exp_0_seed_None,10,600,297.00000000000006,48,0,
popular_1_exp_0_seed_None,10,600,2421.0000000000005,49,0,
popular_2_exp_0_seed_None,10,600,278.9999999999999,49,0,
popular_1_exp_0_seed_None,10,600,2407.5,50,0,
popular_2_exp_0_seed_None,10,600,292.50000000000006,50,0,
popular_1_exp_0_seed_None,10,600,2420.9999999999995,51,0,
popular_2_exp_0_seed_None,10,600,279.0,51,0,
popular_1_exp_0_seed_None,10,600,2425.5000000000005,52,0,
popular_2_exp_0_seed_None,10,600,274.5,52,0,
popular_1_exp_0_seed_None,10,600,2430.0,53,0,
popular_2_exp_0_seed_None,10,600,270.0000000000001,53,0,
popular_1_exp_0_seed_None,10,600,2416.5000000000005,54,0,
popular_2_exp_0_seed_None,10,600,283.49999999999994,54,0,
popular_1_exp_0_seed_None,10,600,2425.5000000000005,55,0,
popular_2_exp_0_seed_None,10,600,274.49999999999994,55,0,
popular_1_exp_0_seed_None,10,600,2430.0000000000005,56,0,
popular_2_exp_0_seed_None,10,600,270.0,56,0,
popular_1_exp_0_seed_None,10,600,2425.5,57,0,
popular_2_exp_0_seed_None,10,600,274.5,57,0,
popular_1_exp_0_seed_None,10,600,2421.0,58,0,
popular_2_exp_0_seed_None,10,600,279.0,58,0,
popular_1_exp_0_seed_None,10,600,2425.5,59,0,
popular_2_exp_0_seed_None,10,600,274.49999999999994,59,0,
popular_1_exp_0_seed_None,10,600,2425.5000000000005,60,0,
popular_2_exp_0_seed_None,10,600,274.5,60,0,
