customer_id,recommender_id
241,popular_1_exp_Experiment_1_seed_42
412,popular_1_exp_Experiment_1_seed_42
331,popular_1_exp_Experiment_1_seed_42
340,popular_1_exp_Experiment_1_seed_42
212,popular_1_exp_Experiment_1_seed_42
134,popular_1_exp_Experiment_1_seed_42
97,popular_1_exp_Experiment_1_seed_42
258,popular_1_exp_Experiment_1_seed_42
490,popular_1_exp_Experiment_1_seed_42
90,popular_1_exp_Experiment_1_seed_42
129,popular_1_exp_Experiment_1_seed_42
301,popular_1_exp_Experiment_1_seed_42
127,popular_1_exp_Experiment_1_seed_42
475,popular_1_exp_Experiment_1_seed_42
155,popular_1_exp_Experiment_1_seed_42
72,popular_1_exp_Experiment_1_seed_42
140,popular_1_exp_Experiment_1_seed_42
450,popular_1_exp_Experiment_1_seed_42
440,popular_1_exp_Experiment_1_seed_42
537,popular_1_exp_Experiment_1_seed_42
113,popular_1_exp_Experiment_1_seed_42
235,popular_1_exp_Experiment_1_seed_42
476,popular_1_exp_Experiment_1_seed_42
406,popular_1_exp_Experiment_1_seed_42
111,popular_1_exp_Experiment_1_seed_42
80,popular_1_exp_Experiment_1_seed_42
318,popular_1_exp_Experiment_1_seed_42
391,popular_1_exp_Experiment_1_seed_42
344,popular_1_exp_Experiment_1_seed_42
121,popular_1_exp_Experiment_1_seed_42
591,popular_1_exp_Experiment_1_seed_42
551,popular_1_exp_Experiment_1_seed_42
226,popular_1_exp_Experiment_1_seed_42
467,popular_1_exp_Experiment_1_seed_42
10,popular_1_exp_Experiment_1_seed_42
532,popular_1_exp_Experiment_1_seed_42
75,popular_1_exp_Experiment_1_seed_42
211,popular_1_exp_Experiment_1_seed_42
250,popular_1_exp_Experiment_1_seed_42
403,popular_1_exp_Experiment_1_seed_42
562,popular_1_exp_Experiment_1_seed_42
525,popular_1_exp_Experiment_1_seed_42
86,popular_1_exp_Experiment_1_seed_42
365,popular_1_exp_Experiment_1_seed_42
571,popular_1_exp_Experiment_1_seed_42
266,popular_1_exp_Experiment_1_seed_42
542,popular_1_exp_Experiment_1_seed_42
396,popular_1_exp_Experiment_1_seed_42
225,popular_1_exp_Experiment_1_seed_42
230,popular_1_exp_Experiment_1_seed_42
434,popular_1_exp_Experiment_1_seed_42
174,popular_1_exp_Experiment_1_seed_42
